"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,1006
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,1007
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,1008
8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,5,1009
6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5,1011
6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,1015
6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5,1016
9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5,1018
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,1019
6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5,1024
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,1025
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5,1029
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,1030
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,1031
6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5,1033
6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5,1034
7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5,1038
6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,1039
8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5,1040
6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5,1044
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1047
6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5,1048
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,1049
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1050
4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,5,1051
5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5,1052
6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5,1053
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,1054
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5,1056
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,1057
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5,1058
7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5,1059
5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5,1061
6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5,1064
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5,1067
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,1069
6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5,1071
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,1073
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,1075
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,1076
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,1077
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,1078
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5,1079
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,1080
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,1081
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,1082
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5,1084
7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5,1086
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,1087
5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5,1091
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,1092
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,1094
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,1100
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,1101
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,1102
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,1105
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,1106
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,1107
6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5,1110
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,1111
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5,1114
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,1117
8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5,1118
5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,1119
6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,1120
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,1122
7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5,1124
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,1125
6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,1126
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,5,1128
7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,1129
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,1130
6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5,1131
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5,1133
7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5,1134
8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,1136
6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,1137
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,1138
7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,5,1139
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,1140
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,1141
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,1142
7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5,1143
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,1145
5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,5,1146
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,1148
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,1149
6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5,1150
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,1151
6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,1153
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,1154
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,1155
7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5,1156
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,1157
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,1158
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,1160
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,1161
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,1162
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,1164
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,1167
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,1169
6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,5,1172
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,1173
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,1174
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1175
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1177
6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,1180
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5,1181
6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,5,1182
6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,1183
7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,1184
6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5,1185
6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5,1187
7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,1189
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,1190
7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,5,1194
7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5,1195
6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5,1196
5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,1197
5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,1198
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,1199
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5,1201
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,1202
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,1204
6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5,1207
6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,5,1208
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,1210
7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,5,1211
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,1212
9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5,1213
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,1216
7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,1217
6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5,1218
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,1219
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,1220
6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,1221
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,1223
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1224
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,1225
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,1226
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,1228
6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,5,1229
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,1230
5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4,5,1231
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5,1232
6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,1233
6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,5,1235
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,1238
6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,5,1239
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,1240
8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5,1242
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,1244
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5,1245
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,1247
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,1249
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,1251
7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,1253
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,1254
5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5,1256
6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5,1258
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,1261
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,1262
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,1263
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,1264
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,1265
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,1267
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,1268
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,1269
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,1270
6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5,1271
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,1273
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,1274
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,1275
6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,1276
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,1278
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,1279
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,1280
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,1281
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1282
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,1283
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1284
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5,1285
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5,1286
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,1289
6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5,1291
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,1292
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,1295
7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,1296
6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,1297
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,1298
7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5,1305
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,1306
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,1308
7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5,1309
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,1311
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,1313
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,1318
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,1324
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,1325
6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,1326
6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,1328
7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,1329
6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,1330
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,1331
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,1335
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,1336
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,1337
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,1338
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,1340
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,1341
6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,1342
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5,1343
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,1344
6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,1347
6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,1348
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,1351
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,1355
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,1356
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,1357
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,1358
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,1359
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,1361
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,1363
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,1365
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,1366
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,1367
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1368
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1369
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,1370
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,1371
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,1372
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,1376
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,1377
8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5,1378
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,1379
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,1381
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,1385
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5,1386
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,1387
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,1389
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,1390
7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5,1393
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5,1397
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,1398
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,1400
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,1401
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,1402
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,1403
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,1404
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,1406
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,1407
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,1408
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,1409
7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,1411
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,1412
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,1414
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,1415
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,1416
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,1417
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,1418
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,1420
6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,1421
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,1423
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,1424
6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5,1425
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5,1427
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,1429
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,1431
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,1432
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,1434
6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5,1435
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5,1436
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5,1439
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,1440
7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5,1441
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,1443
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,1444
6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5,1448
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5,1449
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,1450
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,1451
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5,1452
6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5,1453
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5,1456
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1458
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1459
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1461
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5,1462
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,1463
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,1464
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,1465
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,1466
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,1467
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,1468
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,1469
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,1470
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5,1474
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5,1475
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,1477
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,1478
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1480
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1481
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5,1482
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1483
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,1484
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5,1485
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,1491
