"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id","quality.hat","match"
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,1437,5,TRUE
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,1438,6,FALSE
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,1442,6,FALSE
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,1445,6,FALSE
7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5,1446,6,FALSE
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,1447,6,FALSE
7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5,1454,5,TRUE
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,1455,6,FALSE
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5,1457,6,FALSE
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1460,6,FALSE
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,1471,6,FALSE
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5,1472,5,TRUE
7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,1473,5,TRUE
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,1476,6,FALSE
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,1479,6,FALSE
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,1486,5,TRUE
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5,1487,6,FALSE
6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5,1488,6,FALSE
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,1489,5,TRUE
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,1490,5,TRUE
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,1494,5,TRUE
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,5,1499,6,FALSE
6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,5,1502,5,TRUE
6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5,1504,5,TRUE
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,1505,5,TRUE
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1517,6,FALSE
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1520,5,TRUE
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,5,1521,6,FALSE
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,1523,6,FALSE
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,1524,5,TRUE
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,1525,6,FALSE
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5,1526,5,TRUE
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5,1528,5,TRUE
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,1529,5,TRUE
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,1533,5,TRUE
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,1534,6,FALSE
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,1540,6,FALSE
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,1541,6,FALSE
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,1542,5,TRUE
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,1543,6,FALSE
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,1544,5,TRUE
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,1549,5,TRUE
6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,1551,6,FALSE
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,1553,5,TRUE
5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,1554,5,TRUE
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,1557,6,FALSE
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,1562,5,TRUE
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5,1566,6,FALSE
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,1568,6,FALSE
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,1571,6,FALSE
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5,1572,5,TRUE
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5,1578,5,TRUE
6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5,1579,5,TRUE
5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5,1580,5,TRUE
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,1581,6,FALSE
7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,5,1583,5,TRUE
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5,1584,6,FALSE
6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5,1585,6,FALSE
8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,5,1586,5,TRUE
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,1589,5,TRUE
6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5,1592,5,TRUE
5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5,1595,6,FALSE
6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5,1600,6,FALSE
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,1604,6,FALSE
7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,5,1605,5,TRUE
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5,1607,6,FALSE
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5,1611,6,FALSE
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5,1612,6,FALSE
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5,1613,5,TRUE
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,1614,6,FALSE
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5,1616,5,TRUE
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,1617,6,FALSE
5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,5,1619,6,FALSE
6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,1623,5,TRUE
6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,1628,6,FALSE
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5,1630,5,TRUE
6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,1634,5,TRUE
5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,5,1635,6,FALSE
5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,5,1636,5,TRUE
6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6,5,1637,6,FALSE
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,1641,5,FALSE
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,1646,6,TRUE
6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6,1655,5,FALSE
7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6,1656,6,TRUE
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,1659,6,TRUE
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,1660,6,TRUE
6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6,1661,6,TRUE
6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6,1664,5,FALSE
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,1670,6,TRUE
6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,6,1672,6,TRUE
7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6,1673,5,FALSE
6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6,1677,6,TRUE
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,1679,6,TRUE
6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,1681,6,TRUE
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,1687,5,FALSE
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,1689,5,FALSE
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,1690,6,TRUE
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,1693,5,FALSE
7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,1694,5,FALSE
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,1697,5,FALSE
6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,6,1698,5,FALSE
6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6,1701,6,TRUE
6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,1702,5,FALSE
7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6,1706,6,TRUE
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,1708,6,TRUE
5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6,1710,6,TRUE
7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6,1712,5,FALSE
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,1715,6,TRUE
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,1718,5,FALSE
7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,1719,6,TRUE
6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6,1722,5,FALSE
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,1724,6,TRUE
6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,1725,6,TRUE
6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,6,1727,6,TRUE
6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6,1729,5,FALSE
6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6,1730,6,TRUE
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,1737,5,FALSE
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,1738,5,FALSE
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1740,6,TRUE
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1741,6,TRUE
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1743,5,FALSE
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6,1748,5,FALSE
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6,1750,6,TRUE
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,1756,6,TRUE
6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,1758,6,TRUE
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,1764,6,TRUE
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,1765,6,TRUE
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,1766,5,FALSE
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,1780,6,TRUE
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,1783,6,TRUE
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,1785,6,TRUE
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,1786,6,TRUE
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,1789,5,FALSE
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,1792,6,TRUE
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,1793,6,TRUE
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,1794,5,FALSE
5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,1808,6,TRUE
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,1811,6,TRUE
6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,1812,6,TRUE
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,1814,6,TRUE
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,1818,6,TRUE
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,1820,5,FALSE
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,1821,5,FALSE
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,1822,5,FALSE
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,1825,6,TRUE
7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,1826,6,TRUE
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,1827,5,FALSE
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,1829,6,TRUE
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,1830,6,TRUE
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,1837,6,TRUE
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,1838,6,TRUE
8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,1842,6,TRUE
6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,1843,5,FALSE
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,1845,6,TRUE
6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,1847,5,FALSE
6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,1850,5,FALSE
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,1851,6,TRUE
7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,1852,5,FALSE
7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,1853,6,TRUE
7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,1855,6,TRUE
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,1856,6,TRUE
6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,1857,6,TRUE
6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,1859,6,TRUE
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,1861,6,TRUE
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,1863,6,TRUE
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,1864,5,FALSE
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,1865,6,TRUE
7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,1867,6,TRUE
6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,1870,5,FALSE
7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,1871,5,FALSE
6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,1873,5,FALSE
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1881,5,FALSE
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1882,6,TRUE
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1883,6,TRUE
7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6,1890,5,FALSE
7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6,1894,6,TRUE
8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,1898,6,TRUE
7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,1900,6,TRUE
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6,1905,5,FALSE
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,1907,6,TRUE
7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6,1908,6,TRUE
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,1910,5,FALSE
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,1913,6,TRUE
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,1914,6,TRUE
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,1915,6,TRUE
6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,1920,6,TRUE
6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,1921,5,FALSE
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,1924,5,FALSE
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,1926,5,FALSE
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1930,5,FALSE
6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,1931,5,FALSE
6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,1934,5,FALSE
5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,1937,6,TRUE
7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6,1938,5,FALSE
6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,6,1941,6,TRUE
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,1942,5,FALSE
7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,1944,5,FALSE
6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6,1948,5,FALSE
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,1949,5,FALSE
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1950,6,TRUE
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,1956,5,FALSE
7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6,1959,6,TRUE
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,1970,5,FALSE
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,1973,5,FALSE
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6,1974,6,TRUE
7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6,1977,6,TRUE
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,1981,6,TRUE
6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6,1989,6,TRUE
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6,1990,5,FALSE
6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6,1992,5,FALSE
6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6,1993,5,FALSE
7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,6,1995,5,FALSE
6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6,1996,5,FALSE
7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,1997,5,FALSE
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,1999,6,TRUE
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,2001,5,FALSE
6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,6,2002,5,FALSE
4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,2003,6,TRUE
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,2006,6,TRUE
6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6,2008,5,FALSE
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,2009,6,TRUE
8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,6,2010,6,TRUE
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,2012,5,FALSE
6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6,2013,6,TRUE
5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,6,2017,6,TRUE
6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,2018,6,TRUE
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,2020,6,TRUE
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6,2021,6,TRUE
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,2023,5,FALSE
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,2027,6,TRUE
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6,2029,6,TRUE
6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6,2033,5,FALSE
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,2036,5,FALSE
6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,6,2038,6,TRUE
6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6,2040,5,FALSE
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,2041,6,TRUE
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,2042,6,TRUE
6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6,2045,6,TRUE
7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6,2050,6,TRUE
6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6,2054,6,TRUE
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2057,6,TRUE
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,2058,5,FALSE
8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,2060,6,TRUE
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,2063,6,TRUE
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,2066,6,TRUE
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,2073,5,FALSE
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,2076,6,TRUE
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,2077,6,TRUE
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6,2080,6,TRUE
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6,2081,5,FALSE
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,2083,5,FALSE
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,2084,5,FALSE
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,2085,5,FALSE
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,2087,5,FALSE
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6,2092,6,TRUE
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,2094,5,FALSE
8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6,2096,5,FALSE
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,2097,6,TRUE
6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6,2100,5,FALSE
6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6,2101,5,FALSE
6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6,2102,5,FALSE
6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6,2103,5,FALSE
5.3,0.395,0.07,1.3,0.035,26,102,0.992,3.5,0.35,10.6,6,2106,6,TRUE
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,2113,5,FALSE
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,2118,6,TRUE
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6,2119,5,FALSE
